,symptoms,prognosa
305,Saya mengalami kelelahan sesekali. Kasus pembuluh darah menonjol di betis ringan. Saya tidak merasakan adanya nyeri sendi. Saya tidak merasakan perubahan suasana hati. Tidak ada berkeringat. Saya mengalami memar sesekali. Saya mengalami pembuluh darah membengkak sesekali. kram. kaki bengkak.,30
306,"Saya mengalami pembuluh darah membengkak dalam beberapa hari terakhir. Saya tidak merasakan penambahan berat badan. Sesekali, pembuluh darah menonjol di betis saya rasakan. Kasus memar ringan. Sesekali, kram saya rasakan. Kasus kelelahan ringan. Saya tidak merasakan buang air kecil bercak. Saya mengalami kegemukan. Tidak ada sakit perut.",30
307,Saya menemukan tanda-tanda kaki bengkak. Saya tidak merasakan adanya kulit kekuningan. Saya mengalami kram. Saya tidak merasakan adanya erupsi kulit nodal. Sering bermasalah dengan kegemukan. Saya mengalami pembuluh darah menonjol di betis dalam beberapa hari terakhir. Saya tidak merasakan bisul di lidah. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya menemukan tanda-tanda memar.,30
308,Saya mengalami memar sesekali. Saya mengalami kegemukan sesekali. Saya tidak merasakan adanya ruam kulit. Saya tidak merasakan adanya demam tinggi. Saya tidak merasakan adanya berkeringat. Sering bermasalah dengan kram. Saya mengalami pembuluh darah membengkak sesekali. Saya mengalami kaki bengkak. Sering bermasalah dengan kelelahan.,30
309,Saya mengalami kelelahan dalam beberapa hari terakhir. Kasus kegemukan ringan. pembuluh darah menonjol di betis. Tidak ada mata merah. memar. Saya tidak merasakan kelesuan. Saya mengalami kaki bengkak. Tidak ada ruam kulit. Saya mengalami kram dalam beberapa hari terakhir.,30
310,"Saya menemukan tanda-tanda kelelahan. tiroid yang membesar. Saya mengalami kelesuan dalam beberapa hari terakhir. Kasus sifat lekas marah ringan. Saya mengalami ekstremitas bengkak sesekali. Kasus perubahan suasana hati ringan. Saya mengalami penambahan berat badan dalam beberapa hari terakhir. Tidak ada gagal hati akut. Saya mengalami kuku rapuh sesekali. depresi. Saya tidak merasakan adanya ruam kulit. Saya tidak merasakan gemetaran. Kasus pusing ringan. tangan dan kaki dingin. Saya mengalami menstruasi yang tidak normal dalam beberapa hari terakhir. Sesekali, wajah dan mata sembab saya rasakan.",31
311,"Saya menemukan tanda-tanda kuku rapuh. Saya mengalami depresi. Sesekali, tangan dan kaki dingin saya rasakan. Sesekali, kelesuan saya rasakan. menstruasi yang tidak normal. Saya tidak merasakan sakit perut. Kasus penambahan berat badan ringan. Saya mengalami pusing sesekali. Saya menemukan tanda-tanda wajah dan mata sembab. Saya tidak merasakan buang air kecil bercak. Saya mengalami kelelahan. Sering bermasalah dengan sifat lekas marah. Saya mengalami tiroid yang membesar sesekali. Saya tidak merasakan adanya sesak napas. Sesekali, perubahan suasana hati saya rasakan. Sesekali, ekstremitas bengkak saya rasakan.",31
312,"Saya tidak merasakan menguningnya mata. Sesekali, depresi saya rasakan. Saya mengalami kuku rapuh dalam beberapa hari terakhir. Sering bermasalah dengan tangan dan kaki dingin. Saya mengalami sifat lekas marah dalam beberapa hari terakhir. Saya menemukan tanda-tanda penambahan berat badan. ekstremitas bengkak. Sesekali, wajah dan mata sembab saya rasakan. Saya mengalami tiroid yang membesar dalam beberapa hari terakhir. Tidak ada kehilangan selera makan. Kasus kelesuan ringan. Tidak ada sakit kepala. Sesekali, menstruasi yang tidak normal saya rasakan. Saya mengalami pusing. Kasus perubahan suasana hati ringan.",31
313,"Saya menemukan tanda-tanda sifat lekas marah. Saya mengalami menstruasi yang tidak normal sesekali. Tidak ada buang air kecil bercak. Saya mengalami kelesuan. Sesekali, kuku rapuh saya rasakan. tangan dan kaki dingin. wajah dan mata sembab. Saya mengalami penambahan berat badan sesekali. Saya mengalami depresi sesekali. Saya tidak merasakan kelelahan. Saya mengalami ekstremitas bengkak sesekali. Sering bermasalah dengan pusing. Tidak ada panas dingin. tiroid yang membesar. Sesekali, perubahan suasana hati saya rasakan.",31
314,"Saya mengalami sifat lekas marah sesekali. Saya mengalami depresi dalam beberapa hari terakhir. Sesekali, tiroid yang membesar saya rasakan. Saya mengalami perubahan suasana hati dalam beberapa hari terakhir. Kasus kelesuan ringan. Saya mengalami kuku rapuh sesekali. pusing. Saya mengalami wajah dan mata sembab sesekali. Sering bermasalah dengan menstruasi yang tidak normal. Saya tidak merasakan buang air kecil yang terbakar. Tidak ada kecemasan. Saya tidak merasakan adanya kadar gula tidak teratur. Kasus tangan dan kaki dingin ringan. ekstremitas bengkak. Saya menemukan tanda-tanda kelelahan.",31
315,"Tidak ada kecemasan. Saya mengalami ekstremitas bengkak sesekali. Sesekali, depresi saya rasakan. sifat lekas marah. Saya mengalami menstruasi yang tidak normal dalam beberapa hari terakhir. Saya mengalami pusing. Sesekali, wajah dan mata sembab saya rasakan. Tidak ada bisul di lidah. Tidak ada tangan dan kaki dingin. Sering bermasalah dengan perubahan suasana hati. Sesekali, penambahan berat badan saya rasakan. tiroid yang membesar. Sesekali, kuku rapuh saya rasakan. Sesekali, kelelahan saya rasakan. Saya menemukan tanda-tanda kelesuan.",31
316,"Sering bermasalah dengan tangan dan kaki dingin. Sering bermasalah dengan pusing. Saya mengalami penambahan berat badan sesekali. Saya mengalami tiroid yang membesar sesekali. Saya tidak merasakan nyeri di daerah anus. Saya mengalami sifat lekas marah dalam beberapa hari terakhir. menstruasi yang tidak normal. Tidak ada kaki bengkak. Sesekali, depresi saya rasakan. Tidak ada nyeri dada. kelesuan. Saya mengalami ekstremitas bengkak dalam beberapa hari terakhir. Kasus kelelahan ringan. Saya menemukan tanda-tanda kuku rapuh. Sering bermasalah dengan wajah dan mata sembab.",31
317,"Saya mengalami perubahan suasana hati sesekali. Tidak ada muntah. Kasus kelelahan ringan. Kasus tangan dan kaki dingin ringan. Tidak ada bisul di lidah. Kasus tiroid yang membesar ringan. Saya mengalami depresi. Saya menemukan tanda-tanda pusing. Saya menemukan tanda-tanda kuku rapuh. Saya tidak merasakan adanya mata cekung. Saya menemukan tanda-tanda ekstremitas bengkak. Sesekali, wajah dan mata sembab saya rasakan. Saya mengalami menstruasi yang tidak normal sesekali. Saya mengalami sifat lekas marah. penambahan berat badan.",31
318,Saya tidak merasakan adanya sakit kepala. Saya tidak merasakan bisul di lidah. kelelahan. depresi. sifat lekas marah. Saya mengalami menstruasi yang tidak normal. Saya tidak merasakan iritasi pada anus. Saya mengalami tiroid yang membesar sesekali. penambahan berat badan. Saya menemukan tanda-tanda perubahan suasana hati. Saya mengalami kuku rapuh. Saya menemukan tanda-tanda kelesuan. ekstremitas bengkak. Sering bermasalah dengan tangan dan kaki dingin. Saya mengalami wajah dan mata sembab dalam beberapa hari terakhir.,31
319,"Saya tidak merasakan adanya bisul di lidah. Saya mengalami menstruasi yang tidak normal. Saya menemukan tanda-tanda tiroid yang membesar. Saya menemukan tanda-tanda tangan dan kaki dingin. Sering bermasalah dengan kelelahan. Saya mengalami pusing sesekali. sifat lekas marah. Saya mengalami penambahan berat badan sesekali. perubahan suasana hati. Sesekali, ekstremitas bengkak saya rasakan. kuku rapuh. Saya mengalami kelesuan. Saya mengalami depresi dalam beberapa hari terakhir. Saya tidak merasakan penurunan berat badan. Tidak ada ruam kulit.",31
320,"Sering bermasalah dengan kelemahan otot. Saya tidak merasakan erupsi kulit nodal. Saya mengalami sifat lekas marah. Saya tidak merasakan adanya panas dingin. perubahan suasana hati. Kasus berkeringat ringan. Saya mengalami detak jantung cepat sesekali. Sering bermasalah dengan diare. Saya mengalami rasa lapar yang berlebihan sesekali. kelelahan. Tidak ada bersin terus menerus. kegelisahan. Sesekali, penurunan berat badan saya rasakan. Kasus menstruasi yang tidak normal ringan.",32
321,Kasus menstruasi yang tidak normal ringan. Saya mengalami perubahan suasana hati dalam beberapa hari terakhir. Saya menemukan tanda-tanda rasa lapar yang berlebihan. Sering bermasalah dengan penurunan berat badan. Saya mengalami diare sesekali. Saya mengalami kelelahan dalam beberapa hari terakhir. Saya mengalami detak jantung cepat dalam beberapa hari terakhir. Tidak ada bersin terus menerus. Saya mengalami sifat lekas marah. Saya tidak merasakan adanya gatal. Kasus kelemahan otot ringan. Sering bermasalah dengan kegelisahan. Tidak ada erupsi kulit nodal. Saya mengalami berkeringat.,32
322,"Sesekali, penurunan berat badan saya rasakan. Saya mengalami menstruasi yang tidak normal sesekali. Saya tidak merasakan bercak di tenggorokan. Saya tidak merasakan nyeri sendi. Saya tidak merasakan adanya kelelahan. sifat lekas marah. Sering bermasalah dengan detak jantung cepat. Sesekali, kegelisahan saya rasakan. Sesekali, rasa lapar yang berlebihan saya rasakan. Saya menemukan tanda-tanda perubahan suasana hati. Sesekali, diare saya rasakan. kelemahan otot. Saya mengalami berkeringat dalam beberapa hari terakhir.",32
323,"Saya mengalami berkeringat. Sesekali, detak jantung cepat saya rasakan. rasa lapar yang berlebihan. Saya mengalami kelemahan otot. Sesekali, penurunan berat badan saya rasakan. menstruasi yang tidak normal. Tidak ada ruam kulit. Kasus diare ringan. Saya mengalami kelelahan. Saya tidak merasakan kadar gula tidak teratur. Saya mengalami sifat lekas marah. Saya mengalami kegelisahan dalam beberapa hari terakhir. Saya tidak merasakan adanya bisul di lidah.",32
324,"Saya mengalami menstruasi yang tidak normal. Sering bermasalah dengan kelemahan otot. Tidak ada keasaman. Sesekali, kelelahan saya rasakan. Saya mengalami berkeringat. Saya mengalami detak jantung cepat dalam beberapa hari terakhir. Sering bermasalah dengan sifat lekas marah. Saya tidak merasakan adanya urin gelap. Saya mengalami diare. Saya mengalami kegelisahan dalam beberapa hari terakhir. Saya tidak merasakan adanya mual. Kasus rasa lapar yang berlebihan ringan. Sesekali, perubahan suasana hati saya rasakan.",32
325,"kelelahan. Sesekali, menstruasi yang tidak normal saya rasakan. Saya tidak merasakan kecemasan. rasa lapar yang berlebihan. diare. Saya tidak merasakan adanya panas dingin. sifat lekas marah. detak jantung cepat. Saya mengalami perubahan suasana hati. Sering bermasalah dengan kelemahan otot. berkeringat. Saya tidak merasakan mata cekung. Sesekali, penurunan berat badan saya rasakan.",32
326,"Sesekali, kelemahan otot saya rasakan. Tidak ada gangguan pencernaan. Kasus penurunan berat badan ringan. kelelahan. Saya mengalami kegelisahan dalam beberapa hari terakhir. Sering bermasalah dengan perubahan suasana hati. Sering bermasalah dengan rasa lapar yang berlebihan. Saya tidak merasakan adanya gatal. Kasus detak jantung cepat ringan. Sering bermasalah dengan sifat lekas marah. Sesekali, menstruasi yang tidak normal saya rasakan. Tidak ada pemborosan otot. diare.",32
327,"Kasus sifat lekas marah ringan. Saya tidak merasakan adanya ruam kulit. Saya tidak merasakan buang air kecil bercak. berkeringat. Sesekali, detak jantung cepat saya rasakan. Tidak ada gemetaran. Saya mengalami kelelahan dalam beberapa hari terakhir. perubahan suasana hati. Saya mengalami penurunan berat badan dalam beberapa hari terakhir. Saya mengalami rasa lapar yang berlebihan sesekali. Saya mengalami menstruasi yang tidak normal dalam beberapa hari terakhir. Kasus kelemahan otot ringan. Saya mengalami kegelisahan.",32
328,"Saya mengalami kelemahan otot sesekali. Tidak ada demam tinggi. kegelisahan. Saya mengalami perubahan suasana hati sesekali. Sesekali, sifat lekas marah saya rasakan. Sesekali, menstruasi yang tidak normal saya rasakan. Saya tidak merasakan tangan dan kaki dingin. rasa lapar yang berlebihan. Sesekali, berkeringat saya rasakan. diare. Tidak ada dehidrasi. Sering bermasalah dengan penurunan berat badan. Saya menemukan tanda-tanda kelelahan.",32
329,Saya mengalami berkeringat sesekali. Saya mengalami menstruasi yang tidak normal dalam beberapa hari terakhir. Saya mengalami kelemahan otot dalam beberapa hari terakhir. Saya tidak merasakan adanya panas dingin. Kasus kegelisahan ringan. Saya menemukan tanda-tanda kelelahan. Sering bermasalah dengan sifat lekas marah. perubahan suasana hati. Saya mengalami diare dalam beberapa hari terakhir. Saya tidak merasakan buang air kecil bercak. Sering bermasalah dengan penurunan berat badan. Saya mengalami detak jantung cepat. Saya tidak merasakan adanya kulit kekuningan.,32
330,"Saya mengalami kelelahan. Kasus palpitasi ringan. Kasus sifat lekas marah ringan. Tidak ada urin kuning. penglihatan kabur dan terdistorsi. Saya mengalami ucapan cadel sesekali. Sesekali, berkeringat saya rasakan. Saya tidak merasakan adanya sembelit. Kasus sakit kepala ringan. Saya mengalami mual. Saya menemukan tanda-tanda rasa lapar yang berlebihan. muntah. Saya tidak merasakan gatal. Sesekali, kecemasan saya rasakan.",33
331,"Kasus ucapan cadel ringan. Saya mengalami penglihatan kabur dan terdistorsi sesekali. Sering bermasalah dengan berkeringat. Saya mengalami kelelahan sesekali. Sering bermasalah dengan rasa lapar yang berlebihan. Saya mengalami mual sesekali. Kasus bibir kering dan kesemutan ringan. Saya tidak merasakan adanya sesak napas. Sering bermasalah dengan palpitasi. sakit kepala. Saya mengalami muntah. Saya mengalami kecemasan sesekali. Saya tidak merasakan penurunan berat badan. Sesekali, sifat lekas marah saya rasakan. Saya tidak merasakan adanya menguningnya mata.",33
332,Saya mengalami berkeringat. Saya mengalami penglihatan kabur dan terdistorsi sesekali. Saya mengalami ucapan cadel sesekali. Saya mengalami kecemasan. Saya mengalami rasa lapar yang berlebihan sesekali. Tidak ada kulit kekuningan. Saya tidak merasakan nyeri sendi. Saya tidak merasakan kegelisahan. Saya mengalami bibir kering dan kesemutan sesekali. Saya mengalami kelelahan dalam beberapa hari terakhir. sifat lekas marah. Saya mengalami mual dalam beberapa hari terakhir. Saya mengalami sakit kepala. Saya menemukan tanda-tanda palpitasi. Saya mengalami muntah dalam beberapa hari terakhir.,33
333,Saya tidak merasakan adanya gemetaran. Saya mengalami penglihatan kabur dan terdistorsi. Saya mengalami kecemasan sesekali. Sering bermasalah dengan ucapan cadel. Saya tidak merasakan adanya urin gelap. Tidak ada gangguan pencernaan. Sering bermasalah dengan mual. bibir kering dan kesemutan. Sering bermasalah dengan sifat lekas marah. Saya mengalami palpitasi sesekali. Saya menemukan tanda-tanda sakit kepala. Saya mengalami kelelahan. Kasus berkeringat ringan. Sering bermasalah dengan rasa lapar yang berlebihan.,33
334,Saya mengalami mual. Saya mengalami muntah sesekali. penglihatan kabur dan terdistorsi. ucapan cadel. Saya tidak merasakan adanya gatal. Saya mengalami sifat lekas marah sesekali. Saya mengalami kecemasan. berkeringat. Kasus palpitasi ringan. Saya tidak merasakan adanya keasaman. Saya menemukan tanda-tanda sakit kepala. Saya tidak merasakan pemborosan otot. Saya mengalami rasa lapar yang berlebihan sesekali. Saya menemukan tanda-tanda bibir kering dan kesemutan.,33
335,Saya mengalami sifat lekas marah dalam beberapa hari terakhir. Tidak ada penurunan berat badan. Saya menemukan tanda-tanda bibir kering dan kesemutan. Saya mengalami berkeringat. Saya mengalami kelelahan. penglihatan kabur dan terdistorsi. Sering bermasalah dengan rasa lapar yang berlebihan. Saya tidak merasakan nyeri sendi. muntah. Saya tidak merasakan mata cekung. Saya mengalami ucapan cadel dalam beberapa hari terakhir. mual. Saya mengalami palpitasi sesekali. Saya mengalami sakit kepala.,33
336,Sering bermasalah dengan palpitasi. Saya mengalami mual dalam beberapa hari terakhir. Kasus bibir kering dan kesemutan ringan. Kasus ucapan cadel ringan. Sering bermasalah dengan rasa lapar yang berlebihan. Saya mengalami muntah. Tidak ada sakit perut 1. Saya mengalami sifat lekas marah. Saya mengalami kecemasan sesekali. Saya tidak merasakan adanya kegemukan. Saya mengalami kelelahan. Saya mengalami sakit kepala sesekali. Tidak ada demam ringan. Kasus penglihatan kabur dan terdistorsi ringan.,33
337,"Saya mengalami muntah sesekali. Saya mengalami ucapan cadel. Sesekali, mual saya rasakan. Saya mengalami kecemasan. Saya mengalami bibir kering dan kesemutan dalam beberapa hari terakhir. Saya tidak merasakan adanya kadar gula tidak teratur. Saya mengalami palpitasi. Saya tidak merasakan kulit kekuningan. Saya tidak merasakan adanya kelesuan. Saya mengalami kelelahan sesekali. Saya mengalami sifat lekas marah dalam beberapa hari terakhir. Saya mengalami penglihatan kabur dan terdistorsi dalam beberapa hari terakhir. rasa lapar yang berlebihan. Sering bermasalah dengan berkeringat.",33
